repo_name,num_commits,num_months,commit_frequency,max_days_between_commits,avg_days_between_commits,num_unique_authors,commit_frequency_extra,avg_days_between_commits_extra,num_commits_extra,num_unique_authors_extra,num_months_extra,maintenance_category
0tt3r/QuaC,6.152732695,2.495956486,2.634341351,2879,1.796612426,1.386294361,12.93413174,5.029188507,469,3,11.13333333,High maintenance
BBN-Q/QGL.jl,5.204006687,0.693147181,2.833213344,2875,0.873543964,0.693147181,16,1.395384986,181,1,1,High maintenance
BBN-Q/Quince,5.111987788,1.252762968,0.587786665,2893,1.706041805,1.098612289,0.8,4.507120023,165,2,2.5,High maintenance
BBN-Q/RandomQuantum.jl,4.060443011,0.693147181,2.079441542,3315,3.631558019,1.098612289,7,36.77161971,57,2,1,Low maintenance
BBN-Q/pyqgl2,7.141245122,0.693147181,1.386294361,3248,0.88579858,0.693147181,3,1.424920112,1262,1,1,High maintenance
BOHRTECHNOLOGY/quantum_tsp,3.36729583,2.251291799,1.309921382,2165,2.843710009,1.386294361,2.705882353,16.17938312,28,3,8.5,High maintenance
DEBARGHYA4469/quantum-compiler,3.218875825,0.78845736,3.044522438,2301,0.889857475,0.693147181,20,1.434782609,24,1,1.2,High maintenance
FX31337/FX31337,2.302585093,0.693147181,2.302585093,2334,0.318453731,0.693147181,9,0.375,9,1,1,Low maintenance
JustinStoddard/Quantum-Computing,0.693147181,0.693147181,0.693147181,2364,7.768533301,0.693147181,1,2364,1,1,1,Low maintenance
LSaldyt/Qurry,5.463831805,1.84582669,3.038552271,2152,2.309908157,0.693147181,19.875,9.07349943,235,1,5.333333333,High maintenance
Michaelvll/myQShor,2.772588722,1.575536361,1.479626301,2169,2.453874541,0.693147181,3.391304348,10.63333333,15,1,3.833333333,Low maintenance
Mowstyl/QSimov,5.429345629,1.064710737,3.515465475,2176,2.025744592,1.386294361,32.63157895,6.581754156,227,3,1.9,High maintenance
ORNL-QCI/xacc-dwave,4.060443011,2.132192107,1.642950749,2564,2.024370731,1.098612289,4.170403587,6.571345029,57,2,7.433333333,High maintenance
ORNL-QCI/xacc-projectq,2.995732274,1.435084525,1.490091155,2604,2.065529426,1.098612289,3.4375,6.889473684,19,2,3.2,High maintenance
ORNL-QCI/xacc-rigetti,4.430816799,2.495956486,1.76649284,2507,1.967729399,1.098612289,4.850299401,6.154413216,83,2,11.13333333,High maintenance
ORNL-QCI/xacc-vqe-bayesopt,2.397895273,1.763588592,1.12134054,2218,2.820055259,1.791759469,2.068965517,15.77777778,10,5,4.833333333,High maintenance
ORNL-QCI/xacc-vqe-fcidump,1.791759469,0.693147181,1.791759469,2360,0.693147181,0.693147181,5,1,5,1,1,Low maintenance
OriginQ/QPanda-2,6.161207322,1.902107526,3.767706849,2175,1.466536315,2.079441542,42.28070175,3.33419682,473,7,5.7,High maintenance
OxfordIonTrapGroup/oitg,5.241747015,0.693147181,2.833213344,2868,2.503536394,1.098612289,16,11.22565233,188,2,1,High maintenance
ProjectQ-Framework/FermiLib,4.787491743,0.693147181,0.693147181,2571,3.120099759,0.693147181,1,21.64863894,119,1,1,Low maintenance
QCHackers/jquil,2.772588722,0.693147181,2.772588722,2298,0.99852883,0.693147181,15,1.714285714,15,1,1,Low maintenance
QCT-IQC/qpp,7.96241568,2.515004681,2.671414609,3606,0.549176899,0.693147181,13.46041056,0.731826963,2870,1,11.36666667,High maintenance
QISKit/qiskit-tutorial,7.303843225,2.567510178,3.779583221,2502,0.784660885,4.025351691,42.79778393,1.191663589,1485,55,12.03333333,High maintenance
QInfer/python-qinfer,6.825460036,2.108190955,1.787911831,4331,1.610029384,1.386294361,4.976958525,4.002958232,920,3,7.233333333,High maintenance
Qiskit-Extensions/qiskit-ibm-experiment,7.017506143,0.693147181,2.944438979,2140,0.912690866,1.098612289,18,1.491016515,1115,2,1,High maintenance
Qiskit/qiskit-aer,7.448333861,1.802809305,4.074634036,2141,0.686199406,2.079441542,57.82894737,0.986152611,1716,7,5.066666667,High maintenance
Qiskit/qiskit-aqua,8.405143688,2.120263536,5.483664644,2137,0.1382551,3.583518938,239.7272727,0.148268436,4469,35,7.333333333,High maintenance
Qiskit/qiskit-ibm-runtime,7.545918151,0.693147181,2.944438979,2140,0.573507018,1.098612289,18,0.774479282,1892,2,1,High maintenance
Qiskit/qiskit-js,5.877735782,2.204604685,2.929980896,2535,0.95348617,1.609437912,17.72727273,1.594739614,356,4,8.066666667,High maintenance
QuTech-Delft/qilib,5.225746674,0.693147181,1.386294361,2149,2.375411959,1.098612289,3,9.755443079,185,2,1,High maintenance
Quantomatic/pyzx,7.057036982,1.916922612,3.445049264,2190,0.940639945,1.609437912,30.34482759,1.56162019,1160,4,5.8,High maintenance
QuantumUtils/quantum-utils-mathematica,5.455321115,0.693147181,0.693147181,3257,2.627761318,0.693147181,1,12.84274568,233,1,1,Low maintenance
RQC-QApp/QuantumComputingBot,3.17805383,2.041220329,1.489039519,2167,2.302585093,0.693147181,3.432835821,9,23,1,6.7,High maintenance
Renmusxd/QIP,4.955827058,1.680206983,3.247767392,2512,1.392920013,1.098612289,24.73282443,3.026590602,141,2,4.366666667,High maintenance
SchusterLab/quantum-optimal-control,5.937536205,2.019337618,0.799527584,2889,2.048368796,1.098612289,1.224489796,6.755240401,378,2,6.533333333,High maintenance
StationQ/Liquid,4.624972813,0.693147181,0.693147181,2897,3.373385123,0.693147181,1,28.17712824,101,1,1,Low maintenance
Tomographer/QPtomographer,4.234106505,1.757857918,2.277267285,2622,1.134682697,1.386294361,8.75,2.110186514,68,3,4.8,High maintenance
XanaduAI/blackbird,5.117993812,0.955511445,3.281850624,2154,1.60511994,0.693147181,25.625,3.978456684,166,1,1.6,High maintenance
adamisntdead/QuSimPy,3.526360525,1.450832882,1.238078417,2986,1.626029445,1.386294361,2.448979592,4.083649684,33,3,3.266666667,High maintenance
aniabrown/QuEST,7.153833802,2.512305624,3.738369653,2527,0.911467281,1.386294361,41.02941176,1.487970408,1278,3,11.33333333,High maintenance
artiste-qb-net/Quantum_Edward,2.772588722,1.974081026,1.22945189,2191,2.644146399,1.098612289,2.419354839,13.07142857,15,2,6.2,High maintenance
artiste-qb-net/quantum-fog,4.890349128,2.049841072,1.12134054,3264,3.016218882,1.098612289,2.068965517,19.41395799,132,2,6.766666667,High maintenance
artiste-qb-net/qubiter,5.899897354,2.421848514,1.483668525,2889,1.418939774,1.098612289,3.409090909,3.132736484,364,2,10.26666667,High maintenance
att-innovate/squanch,4.043051268,0.94260804,2.867657093,2616,3.608299347,0.693147181,16.59574468,35.9032398,56,1,1.566666667,High maintenance
avalon-lang/avaloni,5.375278408,1.410986974,4.253551562,2152,0.293506201,0.693147181,69.35483871,0.341121495,215,1,3.1,High maintenance
aviggiano/qcl,2.302585093,0.693147181,0.693147181,2679,5.625620713,0.693147181,1,276.4444444,9,1,1,Low maintenance
babbush/Cirq,6.812345094,2.528391762,4.145791987,2513,1.402050108,3.663561646,62.16763006,3.063522094,908,38,11.53333333,High maintenance
boschmitt/tweedledum,6.837332815,1.829911235,4.036099008,2150,0.850935983,1.791759469,55.60509554,1.341837748,931,5,5.233333333,High maintenance
comp-phys-marc/simulationservice,3.63758616,0.832909123,1.85389125,2177,1.87694792,1.098612289,5.384615385,5.533533534,37,2,1.3,High maintenance
conquistador1492/qchannels,3.970291914,1.243193517,2.797610878,2151,1.844377915,1.098612289,15.40540541,5.324164401,52,2,2.466666667,High maintenance
crcresearch/qc,3.17805383,0.693147181,3.091042453,2316,0.599791611,0.693147181,21,0.82173913,23,1,1,High maintenance
dabacon/qsel,1.386294361,0.693147181,1.386294361,2410,0,0.693147181,3,0,3,1,1,Low maintenance
dbucher97/ibmqx-bachelor,2.708050201,2.240709689,0.935159216,2182,4.512819907,1.098612289,1.547619048,90.17857143,14,2,8.4,Low maintenance
desireevl/quantum-catsweeper,3.583518938,0.693147181,3.583518938,2270,0.028987537,1.098612289,35,0.029411765,35,2,1,High maintenance
dwavesystems/chimera-embedding,2.48490665,0.693147181,1.386294361,2879,4.151755469,0.693147181,3,62.54545455,11,1,1,Low maintenance
dwavesystems/dimod,8.004699511,2.562381962,3.763917157,2503,0.509667092,2.63905733,42.11699164,0.664736899,2994,13,11.96666667,High maintenance
dwavesystems/dwave-cloud-client,7.438971592,2.546837608,3.790031409,2510,0.792527136,1.945910149,43.25779037,1.20897175,1700,6,11.76666667,High maintenance
dwavesystems/dwave-neal,5.802118375,2.07526617,2.740685667,3364,2.775116368,2.197224577,14.49760766,15.04049349,330,8,6.966666667,High maintenance
dwavesystems/dwave-ocean-sdk,6.966967139,2.506885557,2.384355938,2504,1.114651501,2.564949357,9.852071006,2.048505593,1060,12,11.26666667,High maintenance
dwavesystems/dwave-system,7.074963198,2.570064458,3.465563236,2879,1.201401693,2.48490665,30.99447514,2.324773971,1181,11,12.06666667,High maintenance
dwavesystems/dwave_embedding_utilities,3.36729583,0.980829253,1.945910149,2518,1.297753932,1.386294361,6,2.661064426,28,3,1.666666667,High maintenance
dwavesystems/dwave_micro_client_dimod,4.454347296,0.889262059,3.364082976,2504,0.705056647,1.098612289,27.90697674,1.023961333,85,2,1.433333333,High maintenance
dwavesystems/dwave_networkx,6.376726948,2.538973871,2.551674826,2514,1.635494632,2.564949357,11.82857143,4.131995821,587,12,11.66666667,High maintenance
dwavesystems/dwave_sapi_dimod,3.496507561,0.693147181,1.386294361,2525,1.71041383,0.693147181,3,4.53125,32,1,1,Low maintenance
dwavesystems/dwavebinarycsp,5.438079309,2.2300144,2.753583969,2511,1.754025196,1.791759469,14.69879518,4.777812764,229,5,8.3,High maintenance
dwavesystems/minorminer,6.234410726,2.546837608,2.742939618,2504,1.640380609,2.079441542,14.5325779,4.157131989,509,7,11.76666667,High maintenance
dwavesystems/penaltymodel,6.410174882,2.482125007,2.918181393,2510,1.353219932,1.945910149,17.50759878,2.869866196,607,6,10.96666667,High maintenance
dwavesystems/qbsolv,5.774551546,2.376454942,2.19570655,2518,1.657587134,2.197224577,7.986348123,4.246636128,321,8,9.766666667,High maintenance
epiqc/PartialCompilation,5.214935758,0.693147181,2.079441542,2149,0.819661754,0.693147181,7,1.26973198,183,1,1,High maintenance
epiqc/ScaffCC,5.247024072,2.517696473,2.124465223,3669,2.189913866,2.48490665,7.368421053,7.934443523,189,11,11.4,High maintenance
fraserlove/algo-lab,5.866468057,1.377926111,3.366520636,2146,1.81971928,0.693147181,27.97752809,5.170126131,352,1,2.966666667,High maintenance
gate42qc/pea_hydrogen-molecule,2.944438979,0.832909123,2.465488564,2141,1.185861054,1.386294361,10.76923077,2.273504274,18,3,1.3,High maintenance
gbanegas/libQuantumJava,4.219507705,1.692552819,2.779612867,2283,1.046787221,0.693147181,15.11278195,1.848484848,67,1,4.433333333,High maintenance
haykkh/qSim,4.663439094,1.616082455,3.240459397,2163,1.394344155,0.693147181,24.54545455,3.032329122,105,1,4.033333333,High maintenance
ihincks/btom,4.204692619,0.693147181,4.127134385,2290,2.215794077,0.693147181,61,8.168686869,66,1,1,High maintenance
indisoluble/SwiftQuantumComputing,6.845879875,1.763588592,3.218875825,2137,0.711785016,0.693147181,24,1.037625208,939,1,4.833333333,High maintenance
itsubaki/q,6.551080335,2.197224577,1.927891644,2502,1.316641103,0.693147181,5.875,2.730868704,699,1,8,High maintenance
jacobmarks/QTop,5.170483995,0.693147181,0.693147181,2869,3.589394457,0.693147181,1,35.21214128,175,1,1,Low maintenance
jcmgray/quimb,7.621195163,2.528391762,3.396949451,3238,0.818016792,1.609437912,28.87283237,1.266001426,2040,4,11.53333333,High maintenance
jpaykin/QWIRE,6.167516491,2.541601993,2.709189153,2505,1.633735109,1.791759469,14.01709402,4.122973891,476,5,11.7,High maintenance
jpzwolak/QFlow-lite,3.828641396,2.147878703,1.727318839,2198,2.539651807,0.693147181,4.625550661,11.67525677,45,1,7.566666667,High maintenance
kangboli/sfqlib,3.555348061,0.693147181,3.526360525,2360,3.956954193,0.693147181,33,51.29779412,34,1,1,High maintenance
ken-nakanishi/qupy,4.553876892,2.174751721,2.162438461,2527,1.549554826,1.098612289,7.692307692,3.709373225,94,2,7.8,High maintenance
lanl/QA-Prolog,4.442651256,2.328902401,0.622354129,3289,3.051355748,0.693147181,0.863309353,20.14399093,84,1,9.266666667,High maintenance
lanl/c2dwave,1.791759469,0.693147181,1.609437912,2189,5.998440161,1.098612289,4,401.8,5,2,1,Low maintenance
lanl/edif2qmasm,4.553876892,1.897119985,1.2443241,2871,2.861638803,0.693147181,2.470588235,16.49016639,94,1,5.666666667,High maintenance
lanl/qmasm,6.142037406,2.388762789,1.816698418,2874,1.378179594,1.098612289,5.151515152,2.967672275,464,2,9.9,High maintenance
liupibm/qiskit-ising-for-clique-PR,0.693147181,0.693147181,0.693147181,2306,7.743703258,0.693147181,1,2306,1,1,1,Low maintenance
llens/QuantumComputingEvolutionaryAlgorithmDesign,4.204692619,0.693147181,0.693147181,2603,3.6271648,0.693147181,1,36.60604466,66,1,1,Low maintenance
lneuhaus/pyrpl,7.690743164,2.495956486,2.045952872,2877,0.707539599,1.945910149,6.736526946,1.028992977,2187,6,11.13333333,High maintenance
m-labs/artiq,9.245321341,2.549445171,4.815897997,3598,0.192758128,2.833213344,122.4576271,0.212589467,10355,16,11.8,High maintenance
mabuchilab/QNET,6.703188113,2.305912883,3.01961455,4344,1.282640499,1.098612289,19.48339483,2.606149198,814,2,9.033333333,High maintenance
mstechly/quantum_tsp_tutorials,3.496507561,1.435084525,1.681758574,2181,3.338171757,1.098612289,4.375,27.16758242,32,2,3.2,High maintenance
nathanshammah/piqs,5.411646052,2.465270675,2.988430136,2513,1.657352398,1.609437912,18.85448916,4.245404697,223,4,10.76666667,High maintenance
niefermar/CuanticaProgramacion,7.209340257,2.095970844,4.036966223,2504,0.188014127,3.663561646,55.65420561,0.206850564,1351,38,7.133333333,High maintenance
ornl-qci/tnqvm,6.304448802,2.495956486,1.70311366,2917,2.2836792,1.386294361,4.491017964,8.812717027,546,3,11.13333333,High maintenance
ornl-qci/xacc-vqe,5.932245187,2.536338823,2.991281121,2503,0.927283975,1.609437912,18.91117479,1.527634726,376,4,11.63333333,High maintenance
qbit-/qtree,5.966146739,1.752094213,3.427196775,2150,0.809976843,1.609437912,29.79020979,1.247855932,389,4,4.766666667,High maintenance
qiskit-community/qiskit-community-tutorials,5.902633333,1.352392809,3.301848048,2137,1.60930003,2.995732274,26.1627907,3.999310636,365,19,2.866666667,High maintenance
qiskit/qiskit-ignis,6.418364936,1.871802177,0.969400557,2156,1.045838532,1.098612289,1.636363636,1.845783805,612,2,5.5,High maintenance
quantumjim/qreative,4.624972813,0.832909123,3.383085632,2240,1.003528267,1.098612289,28.46153846,1.727889592,101,2,1.3,High maintenance
qucontrol/newtonprop,2.995732274,0.693147181,2.995732274,2158,0.36772478,0.693147181,19,0.444444444,19,1,1,High maintenance
qutech/qupulse,7.835579247,2.482125007,4.187118601,3233,0.758931719,2.564949357,64.83282675,1.13599316,2528,12,10.96666667,High maintenance
rasyte/quantum,4.17438727,2.014903021,2.325399771,2519,1.354545663,2.772588722,9.230769231,2.875,64,15,6.5,High maintenance
redfx-quantum/strange,5.318119994,2.325650366,1.841637804,2139,2.140458956,1.609437912,5.306859206,7.503339392,203,4,9.233333333,High maintenance
rigetti/forest-openfermion,3.912023005,1.752094213,1.060602963,2541,1.620543813,1.386294361,1.888111888,4.055839002,49,3,4.766666667,High maintenance
rigetti/quantumflow,3.33220451,0.993251773,2.591736673,2144,1.698669046,1.609437912,12.35294118,4.466666667,27,4,1.7,High maintenance
rigetti/reference-qvm,4.343805422,2.01044867,1.482073035,2540,1.97230592,1.386294361,3.402061856,6.187230576,76,3,6.466666667,High maintenance
rigetticomputing/grove,6.056784013,2.406945108,1.84790894,2868,1.694034322,2.772588722,5.346534653,4.441388799,426,15,10.1,High maintenance
rigetticomputing/reference-qvm,4.343805422,2.01044867,1.482073035,2540,1.97230592,1.386294361,3.402061856,6.187230576,76,3,6.466666667,High maintenance
rmlarose/nisqai-dev,5.402677382,1.897119985,2.108429079,2143,0.973760523,0.693147181,7.235294118,1.647883185,221,1,5.666666667,High maintenance
rokzitko/nrgljubljana,7.155396302,2.258284834,1.972241895,2163,0.92881179,1.609437912,6.186770428,1.531499438,1280,4,8.566666667,High maintenance
rsln-s/QCommunity,0.693147181,0.693147181,0.693147181,2200,7.696667082,0.693147181,1,2200,1,1,1,Low maintenance
sandialabs/pyGSTi,8.829226355,2.567510178,4.221664413,3241,0.259499904,2.197224577,67.1468144,0.29628166,6830,8,12.03333333,High maintenance
silq-lang/silq,7.594381243,2.520381038,2.791540648,3245,0.850750003,1.098612289,15.30612245,1.341402252,1986,2,11.43333333,High maintenance
singular-value/qiskit-terra,7.97590836,2.567510178,4.366709087,2504,0.149461217,3.970291914,77.78393352,0.161208435,2909,52,12.03333333,High maintenance
softwareqinc/qpp,8.031710375,2.515004681,2.671414609,3606,0.64148568,0.693147181,13.46041056,0.899300537,3076,1,11.36666667,High maintenance
thomascherickal/ProjectQ,1.098612289,0.693147181,1.098612289,2473,1.386294361,0.693147181,2,3,2,1,1,Low maintenance
unitaryfund/qrack,8.600798775,2.559807958,3.63861474,2502,0.263451943,1.791759469,37.03910615,0.301414751,5435,5,11.93333333,High maintenance
xtophe388/QISKIT,5.894402834,2.151762203,3.454987556,2502,0.607691842,3.465735903,30.65789474,0.836188292,362,31,7.6,High maintenance
zapatacomputing/QClassify,4.189654742,0.693147181,4.060443011,2183,0.297251523,1.386294361,57,0.346153846,65,3,1,High maintenance
zlatko-minev/pyEPR,6.12905021,2.132192107,1.693680137,2556,1.603910848,1.609437912,4.439461883,3.972440908,458,4,7.433333333,High maintenance
zxcalc/pyzx,7.057036982,1.916922612,3.445049264,2190,0.940639945,1.609437912,30.34482759,1.56162019,1160,4,5.8,High maintenance
00mjk/QGL,3.850147602,2.095970844,1.565495791,2521,2.956901546,0.693147181,3.785046729,18.23827043,46,1,7.133333333,High maintenance
00mjk/artiq,0.693147181,0.693147181,0.693147181,2339,7.757906208,0.693147181,1,2339,1,1,1,Low maintenance
00mjk/qtt,4.905274778,2.32238772,1.283346392,2518,2.068356797,1.609437912,2.608695652,6.911811714,134,4,9.2,High maintenance
00mjk/quimb,1.386294361,2.071073292,0.253448901,3049,7.052721049,1.098612289,0.288461538,1155,3,2,6.933333333,Low maintenance
0kd/qutip,1.945910149,0.693147181,0.693147181,2871,7.088617438,0.693147181,1,1197.25,6,1,1,Low maintenance
0tt3r/OpenFermion,1.791759469,0.693147181,1.791759469,2293,1.011600912,0.693147181,5,1.75,5,1,1,Low maintenance
0tt3r/ProjectQ,2.197224577,0.693147181,2.197224577,2468,1.145132304,0.693147181,8,2.142857143,8,1,1,Low maintenance
1eedaegon/Cirq,4.718498871,0.693147181,1.098612289,2196,1.137363405,0.693147181,2,2.118535202,111,1,1,Low maintenance
2m/qcgpu-rust,4.912654886,0.693147181,4.912654886,2408,0.106106506,1.098612289,135,0.111940299,135,2,1,High maintenance
34ndju/pyquil,3.36729583,1.871802177,1.21302264,2178,2.269826449,2.302585093,2.363636364,8.677721088,28,9,5.5,High maintenance
3Thiago/Cirq,4.736198448,0.693147181,1.098612289,2196,1.107608972,0.693147181,2,2.027111826,113,1,1,Low maintenance
5455945/Yao.jl,4.317488114,1.518783544,3.079506329,2204,0.815486033,1.098612289,20.74766355,1.260273973,74,2,3.566666667,High maintenance
95-martin-orion/Cirq,6.068425588,0.693147181,1.098612289,2196,1.543309317,0.693147181,2,3.680052452,431,1,1,High maintenance
ABDUSALAMNP/Cirq,4.634728988,0.693147181,1.098612289,2196,1.213964315,0.693147181,2,2.366805308,102,1,1,Low maintenance
AGaliciaMartinez/qutip,3.850147602,0.693147181,0.693147181,2871,5.325782005,0.693147181,1,204.5690537,46,1,1,Low maintenance
AIRob/pyquil,5.225746674,1.871802177,1.21302264,2178,1.279607078,2.302585093,2.363636364,2.595226806,185,9,5.5,High maintenance
AOE-khkhan/QuantumComputingEvolutionaryAlgorithmDesign,2.079441542,0.693147181,1.609437912,2156,2.772588722,1.098612289,4,15,7,2,1,Low maintenance
Aayu7/Cirq,1.609437912,0.693147181,1.609437912,2302,2.159484249,0.693147181,4,7.666666667,4,1,1,Low maintenance
AbeerVaishnav13/Cirq,4.248495242,0.693147181,1.098612289,2196,1.588984217,0.693147181,2,3.898770312,69,1,1,Low maintenance
AbeerVaishnav13/pyquil,5.153291594,1.871802177,1.21302264,2178,1.311118229,2.302585093,2.363636364,2.710320381,172,9,5.5,High maintenance
Abhigyan-Mishra/qutip,2.079441542,0.693147181,0.693147181,2871,7.148064932,0.693147181,1,1270.642857,7,1,1,Low maintenance
AbhijeetDixit/Cirq,2.772588722,0.693147181,2.772588722,2298,1.024504317,0.693147181,15,1.785714286,15,1,1,Low maintenance
AbhinavUofT/pyquil,2.772588722,1.871802177,1.21302264,2178,2.640643373,2.302585093,2.363636364,13.02222222,15,9,5.5,High maintenance
AhmedOmran0/QuantumOptics.jl,4.025351691,1.568615918,2.721987709,2158,3.72630908,1.098612289,14.21052632,40.52555746,55,2,3.8,High maintenance
AidanGG/quimb,1.609437912,2.071073292,0.253448901,3049,7.150897517,1.098612289,0.288461538,1274.25,4,2,6.933333333,Low maintenance
Alexios-xi/qutip,2.302585093,0.693147181,0.693147181,2871,6.699910765,0.693147181,1,811.3333333,9,1,1,Low maintenance
Allensmile/pennylane,2.944438979,0.693147181,2.708050201,2197,0.914579867,1.098612289,14,1.495726496,18,2,1,High maintenance
Amitdorjee/qutip,1.791759469,0.693147181,0.693147181,2871,6.956069139,0.693147181,1,1048.5,5,1,1,Low maintenance
Andrew-Tierno/pyquil,3.496507561,1.871802177,1.21302264,2178,2.199729154,2.302585093,2.363636364,8.022569444,32,9,5.5,High maintenance
AndrewJHart/pyquil,5.509388337,1.871802177,1.21302264,2178,1.295326045,2.302585093,2.363636364,2.652186557,246,9,5.5,High maintenance
Arcadia-1/Yao.jl,4.430816799,1.518783544,3.079506329,2204,0.985570738,1.098612289,20.74766355,1.67934065,83,2,3.566666667,High maintenance
Arcadia-1/artiq,0.693147181,0.693147181,0.693147181,2339,7.757906208,0.693147181,1,2339,1,1,1,Low maintenance
ArdeshirV/qutip,2.197224577,0.693147181,0.693147181,2871,7.156712765,0.693147181,1,1281.6875,8,1,1,Low maintenance
AriJordan/tweedledum,3.091042453,1.017643226,1.342914065,2204,3.05713229,1.098612289,2.830188679,20.26648352,21,2,1.766666667,Low maintenance
AroosaIjaz/Mypennylane,4.828313737,0.693147181,2.708050201,2197,1.166928237,1.098612289,14,2.212110627,124,2,1,High maintenance
Arthas1121/ProjectQ,2.48490665,1.791759469,1.16315081,2333,2.76000994,1.386294361,2.2,14.8,11,3,5,High maintenance
ArunkumarRamanan/Cirq,2.772588722,0.693147181,2.772588722,2298,1.024504317,0.693147181,15,1.785714286,15,1,1,Low maintenance
Astlaan/OpenQL,4.430816799,0.741937345,1.864784604,2221,1.94030521,0.693147181,5.454545455,5.960875172,83,1,1.1,Low maintenance
Avid2018/quimb,1.386294361,2.071073292,0.253448901,3049,7.052721049,1.098612289,0.288461538,1155,3,2,6.933333333,Low maintenance
B-Rich/minorminer,4.859812404,0.693147181,3.135494216,2504,0.200751861,1.098612289,22,0.222321429,128,2,1,High maintenance
BKJackson/qutip,1.945910149,0.693147181,0.693147181,2871,7.088617438,0.693147181,1,1197.25,6,1,1,Low maintenance
BOBO1997/qutip,2.63905733,0.693147181,0.693147181,2871,6.536412852,0.693147181,1,688.8076923,13,1,1,Low maintenance
Balinus/QuantumOptics.jl,4.060443011,1.554629676,2.647946277,2160,2.094592218,1.098612289,13.125,7.122128237,57,2,3.733333333,High maintenance
BallBall11/artiq,0.693147181,0.693147181,0.693147181,2339,7.757906208,0.693147181,1,2339,1,1,1,Low maintenance
BenDive/qutip,4.33073334,1.511457504,2.640404131,2869,1.616539906,0.693147181,13.01886792,4.035636364,75,1,3.533333333,High maintenance
BeranItService/Cirq,3.871201011,1.851076046,2.219068449,2139,1.468143376,1.791759469,8.198757764,3.341167739,47,5,5.366666667,High maintenance
BeranItService/pennylane,3.433987204,0.693147181,2.708050201,2197,0.640503447,1.098612289,14,0.897435897,30,2,1,High maintenance
BeranItService/strawberryfields,4.795790546,1.554629676,3.500827223,2286,0.558414587,1.609437912,32.14285714,0.74789916,120,4,3.733333333,High maintenance
Bhavam/strawberryfields,5.017279837,1.554629676,2.628800829,2286,1.066793368,1.386294361,12.85714286,1.906045924,150,3,3.733333333,High maintenance
BikiniBottomsVeryOwn/Cirq,4.477336814,1.851076046,2.017797379,2139,1.444622801,1.386294361,6.52173913,3.240252423,87,3,5.366666667,High maintenance
BikiniBottomsVeryOwn/Yao.jl,4.430816799,1.518783544,3.079506329,2204,0.985570738,1.098612289,20.74766355,1.67934065,83,2,3.566666667,High maintenance
BlinkVoid/Cirq,2.63905733,0.757685702,2.523372931,2291,1.299282984,0.693147181,11.47058824,2.666666667,13,1,1.133333333,Low maintenance
BlueCoffee-SG/Yao.jl,4.317488114,1.518783544,3.079506329,2204,0.815486033,1.098612289,20.74766355,1.260273973,74,2,3.566666667,High maintenance
BoltzmannEntropy/quimb,1.386294361,2.071073292,0.253448901,3049,7.052721049,1.098612289,0.288461538,1155,3,2,6.933333333,Low maintenance
Bombenchris/ProjectQ,4.143134726,0.693147181,1.098612289,2146,1.812149747,0.693147181,2,5.123597475,62,1,1,Low maintenance
Bondzio/pyquil,3.737669618,1.871802177,1.21302264,2178,2.025506049,2.302585093,2.363636364,6.579945799,41,9,5.5,High maintenance
Bordilovskii/Cirq,4.189654742,1.427116356,3.069276177,2230,0.831549503,1.386294361,20.52631579,1.296875,65,3,3.166666667,High maintenance
BoxiLi/qutip,5.379897354,0.693147181,0.693147181,2871,3.425102981,0.693147181,1,29.72580886,216,1,1,Low maintenance
BriannaGopaul/strawberryfields,5.247024072,1.686398954,3.783156042,2266,0.447137805,1.945910149,42.95454545,0.563829787,189,6,4.4,High maintenance
BryceKobrin/Cirq,4.382026635,1.851076046,2.017797379,2139,1.630225048,1.386294361,6.52173913,4.105023464,79,3,5.366666667,High maintenance
C0deAi/qbsolv,2.079441542,0.693147181,1.945910149,2575,5.913194078,1.098612289,6,368.8857143,7,2,1,Low maintenance
CC20181024/artiq,2.48490665,1.704748092,1.236762627,2203,2.667228207,1.098612289,2.444444444,13.4,11,2,4.5,Low maintenance
CCNITSilchar/pyquil,1.945910149,0.875468737,1.519825754,2645,6.109617885,1.791759469,3.571428571,449.1666667,6,5,1.4,Low maintenance
CQCL/aqua,3.258096538,1.142097401,2.543077283,2163,1.228665417,1.098612289,11.71875,2.416666667,25,2,2.133333333,High maintenance
CamilleLCal/qutip,3.496507561,0.693147181,0.693147181,2871,5.49334004,0.693147181,1,242.0677083,32,1,1,Low maintenance
CaminhoneiroHell/Cirq,1.609437912,0.693147181,1.609437912,2302,2.159484249,0.693147181,4,7.666666667,4,1,1,Low maintenance
Canoming/qutip,2.48490665,0.693147181,0.693147181,2871,6.696678779,0.693147181,1,808.7121212,11,1,1,Low maintenance
Caplost/Cirq,3.951243719,1.661397651,2.561337072,2173,1.199964783,1.386294361,11.953125,2.32,51,3,4.266666667,High maintenance
CaptainFlint/QuantumKatas,3.583518938,0.980829253,3.091042453,2231,0.791127589,0.693147181,21,1.205882353,35,1,1.666666667,High maintenance
CarlosSMWolff/qutip,1.791759469,0.693147181,0.693147181,2871,6.956069139,0.693147181,1,1048.5,5,1,1,Low maintenance
CarolusMagnus/QuantumOptics.jl,3.63758616,1.554629676,0.589768826,2160,3.060331121,1.098612289,0.803571429,20.33462033,37,2,3.733333333,Low maintenance
